MPID,Name,Constituency,Region,Party,Gender,Legislature,Chamber,Session,Activity,Date,Description,Category,Status,Purpose,Organization
LWMP-02-0015,U Khin Maung Latt,Myanaung,Ayeyawaddy,NLD,Male,Second Pyithu Hluttaw,Pyithu Hluttaw,Second Regular Session,Oral Question,09/23/2016,ပြင်ဦးလွင်မြို့နယ်ရှိပြင်စာကျေးလက် ကျန်းမာရေးဌာန (RHC)ကို တိုက်နယ်ဆေးရုံ အဆင့်မြှင့်တင်ပေးရန်နှင့် ကျေးလက်ကျန်းမာရေး ဌာနခွဲ (အောင်ချမ်းသာ)ကို RHC အဆင့်မြှင့်တင်ပေးရန် အစီအစဉ်ရှိ/မရှိ။,Health,Affirmative,Representation,Ministry of Health and Sports
LWMP-02-0037,U Khin Hnin Thit,Padaung,Bago,NLD,Male,Second Pyithu Hluttaw,Pyithu Hluttaw,Second Regular Session,Oral Question,09/14/2016,ပြင်ဦးလွင်မြို့ပေါ်ရပ်ကွက်ရှိ သားသတ်ရုံကို ပြောင်းရွှေ့ရန် မည်သည့်အတွက် ကြန့်ကြာနေသည်ကို သိရှိလို။,Religion,Affirmative,Representation,Ministry of Religious Affairs and Culture
UPMP-02-0007,U Htein Win,Ayeyawaddy-4,Ayeyawaddy,NLD,Male,Second Amyotha Hluttaw,Amyotha Hluttaw,Second Regular Session,Oral Question,07/27/2016,ပြည်တွင်းအခွန်များ ဦးစီးဌာန၊ အောင်ဘာလေ သိန်းဆုဌာနခွဲက အကြောင်းအမျိုးမျိုးကြောင့် လာရောက် ထုတ်ယူခြင်းမရှိသည့် ထီဆုငွေများအား နိုင်ငံတော်ဘဏ္ဍာအဖြစ် သိမ်းဆည်းခြင်းမပြုဘဲ ထီထိုးကံစမ်းသူ ပြည်သူများကိုပင် ပြန်လည်၍ ဆုမဲများအဖြစ် တိုးမြှင့်ဖွင့်လှစ်ပေးရန် အစီအစဉ် ရှိ/မရှိ,Taxation,Underway,Scrutiny,Ministry of Planning and Finance
UPMP-02-0071,Mahn Man Win Khaing,Kayin-8,Kayin,NLD,Male,Second Amyotha Hluttaw,Pyidaungsu Hluttaw,Second Regular Session,Motion,08/30/2016,ပြည်ထောင်စုငြိမ်းချမ်းရေးညီလာခံ (၂၁)ရာစုပင်လုံ ကို ထောက်ခံကြိုဆိုကြောင်း ပြည်ထောင်စုလွှတ်တော်၏ ထုတ်ပြန်ကြေညာချက် (မူကြမ်း),,Recorded,,
UPMP-02-0135,U Kyaw Ni Naing,Shan-11,Shan,USDP,Male,Second Amyotha Hluttaw,Amyotha Hluttaw,Second Regular Session,Oral Question,08/10/2016,ပြည်ထောင်စုငြိမ်းချမ်းရေးညီလာခံ သို့မဟုတ် (၂၁)ရာစု ပင်လုံညီလာခံနှင့် စပ်လျဉ်း၍ သိရှိလိုသည့်မေးခွန်း၊,Peace,Underway,Scrutiny,Ministry of Foreign Affairs
LWMP-02-0098,Daw Yin Min Hlaing,Gangaw,Magway,NLD,Female,Second Pyithu Hluttaw,Pyithu Hluttaw,Second Regular Session,Oral Question,09/08/2016,ပြည်ထောင်စုတရားလွှတ်တော်ချုပ်သည် တရားမ ဒုတိယအယူခံမှု/ပြင်ဆင်မှု/ရာဇဝတ်အယူခံမှု/ပြင်ဆင်မှု(တပါးထိုင်) အမှုများကို အထက်မြန်မာပြည် မန္တလေးမြို့နှင့် အောက်မြန်မာပြည် ရန်ကုန်မြို့များ၌ ရုံးထိုင်စစ်ဆေးပေးရန်။,Administration,Underway,Scrutiny,Ministry of Transportation and Information and Communications Technology
LWMP-02-0148,Dr. U Hla Moe,Aungmyaythazan,Mandalay,NLD,Male,Second Pyithu Hluttaw,Pyithu Hluttaw,First Regular Session,Oral Question,05/05/2016,ပြည်ထောင်စုမြန်မာနိုင်ငံစာစစ်အဖွဲ့ကိုဥပဒေ ဖျက်သိမ်းခြင်းမရှိဘဲပညာရေးဝန်ကြီးဌာနအောက်ရှိ ဦးစီးဌာနတစ်ခုသို့ ပြောင်းလဲခြင်း၂၀၁၅-၁၆ပညာ သင်နှစ်တွင်လေးတန်း၊ရှစ်တန်း စာမေးပွဲမေးခွန်း များမှားယွင်းခြင်း၊ကြိုတင် ပေါက်ကြားခြင်းများ နှင့် စပ်လျဉ်း၍ သိရှိလို။,Education,Unclear,Scrutiny,Ministry of Education
UPMP-02-0167,U Kyaw Htwe,Yangon-8,Yangon,NLD,Male,Second Amyotha Hluttaw,Amyotha Hluttaw,Second Regular Session,Motion,08/03/2016,ပြည်ထောင်စုမြန်မာနိုင်ငံမြစ်ဝကျွန်းပေါ်ဒေသများ၊ ကမ်းခြေဒေသများတွင် နှစ်စဉ်ဖြစ်ပွားလျက်ရှိသည့် ရေကြီးရေလျှံမှုများနှင့် ခြောက်သွေ့ ရာသီများတွင် နိုင်ငံတစ်ဝန်းသောက်သုံးရေရှားပါးပြတ်လပ်မှုများအတွက်ခြုံငုံလေ့လာသုံးသပ်၍ စီမံကိန်းတစ်ရပ်ချမှတ်ပြီး စနစ်တကျအကောင်အထည်ဖော်ဆောင်ရွက်ပေးပါရန်နှင့် ပြည်သူလူထုအကျိုးပြုခဲ့သော တိမ်ကောမြစ်ချောင်းများအား ပြန်လည်တူးဖော်ပေးနိုင်ပါရန် ပြည်ထောင်စုအစိုးရအား တိုက်တွန်းကြောင်း,,Recorded,Scrutiny,
UPMP-02-0161,U Htay Oo,Yangon-2,Yangon,NLD,Male,Second Amyotha Hluttaw,Amyotha Hluttaw,Second Regular Session,Debate,08/08/2016,ပြည်ထောင်စုမြန်မာနိုင်ငံမြစ်ဝကျွန်းပေါ်ဒေသများ၊ ကမ်းခြေဒေသများတွင် နှစ်စဉ်ဖြစ်ပွားလျက်ရှိသည့် ရေကြီးရေလျှံမှုများနှင့် ခြောက်သွေ့ ရာသီများတွင် နိုင်ငံတစ်ဝန်းသောက်သုံးရေရှားပါးပြတ်လပ်မှုများအတွက်ခြုံငုံလေ့လာသုံးသပ်၍ စီမံကိန်းတစ်ရပ်ချမှတ်ပြီး စနစ်တကျအကောင်အထည်ဖော်ဆောင်ရွက်ပေးပါရန်နှင့် ပြည်သူလူထုအကျိုးပြုခဲ့သော တိမ်ကောမြစ်ချောင်းများအား ပြန်လည်တူးဖော်ပေးနိုင်ပါရန် ပြည်ထောင်စုအစိုးရအား တိုက်တွန်းကြောင်း,,,,
UPMP-02-0015,Dr. U Win Myint,Bago-11,Bago,NLD,Male,Second Amyotha Hluttaw,Amyotha Hluttaw,Second Regular Session,Debate,08/08/2016,ပြည်ထောင်စုမြန်မာနိုင်ငံမြစ်ဝကျွန်းပေါ်ဒေသများ၊ ကမ်းခြေဒေသများတွင် နှစ်စဉ်ဖြစ်ပွားလျက်ရှိသည့် ရေကြီးရေလျှံမှုများနှင့် ခြောက်သွေ့ ရာသီများတွင် နိုင်ငံတစ်ဝန်းသောက်သုံးရေရှားပါးပြတ်လပ်မှုများအတွက်ခြုံငုံလေ့လာသုံးသပ်၍ စီမံကိန်းတစ်ရပ်ချမှတ်ပြီး စနစ်တကျအကောင်အထည်ဖော်ဆောင်ရွက်ပေးပါရန်နှင့် ပြည်သူလူထုအကျိုးပြုခဲ့သော တိမ်ကောမြစ်ချောင်းများအား ပြန်လည်တူးဖော်ပေးနိုင်ပါရန် ပြည်ထောင်စုအစိုးရအား တိုက်တွန်းကြောင်း,,,,
UPMP-02-0018,Daw Shwe Shwe Sein Latt,Bago-3,Bago,NLD,Female,Second Amyotha Hluttaw,Amyotha Hluttaw,Second Regular Session,Debate,08/08/2016,ပြည်ထောင်စုမြန်မာနိုင်ငံမြစ်ဝကျွန်းပေါ်ဒေသများ၊ ကမ်းခြေဒေသများတွင် နှစ်စဉ်ဖြစ်ပွားလျက်ရှိသည့် ရေကြီးရေလျှံမှုများနှင့် ခြောက်သွေ့ ရာသီများတွင် နိုင်ငံတစ်ဝန်းသောက်သုံးရေရှားပါးပြတ်လပ်မှုများအတွက်ခြုံငုံလေ့လာသုံးသပ်၍ စီမံကိန်းတစ်ရပ်ချမှတ်ပြီး စနစ်တကျအကောင်အထည်ဖော်ဆောင်ရွက်ပေးပါရန်နှင့် ပြည်သူလူထုအကျိုးပြုခဲ့သော တိမ်ကောမြစ်ချောင်းများအား ပြန်လည်တူးဖော်ပေးနိုင်ပါရန် ပြည်ထောင်စုအစိုးရအား တိုက်တွန်းကြောင်း,,,,
UPMP-02-0011,Daw Ei Ei Pyone,Ayeyawaddy-8,Ayeyawaddy,NLD,Female,Second Amyotha Hluttaw,Amyotha Hluttaw,Second Regular Session,Debate,08/08/2016,ပြည်ထောင်စုမြန်မာနိုင်ငံမြစ်ဝကျွန်းပေါ်ဒေသများ၊ ကမ်းခြေဒေသများတွင် နှစ်စဉ်ဖြစ်ပွားလျက်ရှိသည့် ရေကြီးရေလျှံမှုများနှင့် ခြောက်သွေ့ ရာသီများတွင် နိုင်ငံတစ်ဝန်းသောက်သုံးရေရှားပါးပြတ်လပ်မှုများအတွက်ခြုံငုံလေ့လာသုံးသပ်၍ စီမံကိန်းတစ်ရပ်ချမှတ်ပြီး စနစ်တကျအကောင်အထည်ဖော်ဆောင်ရွက်ပေးပါရန်နှင့် ပြည်သူလူထုအကျိုးပြုခဲ့သော တိမ်ကောမြစ်ချောင်းများအား ပြန်လည်တူးဖော်ပေးနိုင်ပါရန် ပြည်ထောင်စုအစိုးရအား တိုက်တွန်းကြောင်း,,,,
UPMP-02-0006,U San Myint,Ayeyawaddy-3,Ayeyawaddy,NLD,Male,Second Amyotha Hluttaw,Amyotha Hluttaw,Second Regular Session,Debate,08/08/2016,ပြည်ထောင်စုမြန်မာနိုင်ငံမြစ်ဝကျွန်းပေါ်ဒေသများ၊ ကမ်းခြေဒေသများတွင် နှစ်စဉ်ဖြစ်ပွားလျက်ရှိသည့် ရေကြီးရေလျှံမှုများနှင့် ခြောက်သွေ့ ရာသီများတွင် နိုင်ငံတစ်ဝန်းသောက်သုံးရေရှားပါးပြတ်လပ်မှုများအတွက်ခြုံငုံလေ့လာသုံးသပ်၍ စီမံကိန်းတစ်ရပ်ချမှတ်ပြီး စနစ်တကျအကောင်အထည်ဖော်ဆောင်ရွက်ပေးပါရန်နှင့် ပြည်သူလူထုအကျိုးပြုခဲ့သော တိမ်ကောမြစ်ချောင်းများအား ပြန်လည်တူးဖော်ပေးနိုင်ပါရန် ပြည်ထောင်စုအစိုးရအား တိုက်တွန်းကြောင်း,,,,
UPMP-02-0001,U Soe Moe,Ayeyawaddy-1,Ayeyawaddy,NLD,Male,Second Amyotha Hluttaw,Amyotha Hluttaw,Second Regular Session,Debate,08/08/2016,ပြည်ထောင်စုမြန်မာနိုင်ငံမြစ်ဝကျွန်းပေါ်ဒေသများ၊ ကမ်းခြေဒေသများတွင် နှစ်စဉ်ဖြစ်ပွားလျက်ရှိသည့် ရေကြီးရေလျှံမှုများနှင့် ခြောက်သွေ့ ရာသီများတွင် နိုင်ငံတစ်ဝန်းသောက်သုံးရေရှားပါးပြတ်လပ်မှုများအတွက်ခြုံငုံလေ့လာသုံးသပ်၍ စီမံကိန်းတစ်ရပ်ချမှတ်ပြီး စနစ်တကျအကောင်အထည်ဖော်ဆောင်ရွက်ပေးပါရန်နှင့် ပြည်သူလူထုအကျိုးပြုခဲ့သော တိမ်ကောမြစ်ချောင်းများအား ပြန်လည်တူးဖော်ပေးနိုင်ပါရန် ပြည်ထောင်စုအစိုးရအား တိုက်တွန်းကြောင်း,,,,
UPMP-02-0039,Dr. Khun Win Thaung,Kachin-11,Kachin,NLD,Male,Second Amyotha Hluttaw,Amyotha Hluttaw,Second Regular Session,Debate,08/08/2016,ပြည်ထောင်စုမြန်မာနိုင်ငံမြစ်ဝကျွန်းပေါ်ဒေသများ၊ ကမ်းခြေဒေသများတွင် နှစ်စဉ်ဖြစ်ပွားလျက်ရှိသည့် ရေကြီးရေလျှံမှုများနှင့် ခြောက်သွေ့ ရာသီများတွင် နိုင်ငံတစ်ဝန်းသောက်သုံးရေရှားပါးပြတ်လပ်မှုများအတွက်ခြုံငုံလေ့လာသုံးသပ်၍ စီမံကိန်းတစ်ရပ်ချမှတ်ပြီး စနစ်တကျအကောင်အထည်ဖော်ဆောင်ရွက်ပေးပါရန်နှင့် ပြည်သူလူထုအကျိုးပြုခဲ့သော တိမ်ကောမြစ်ချောင်းများအား ပြန်လည်တူးဖော်ပေးနိုင်ပါရန် ပြည်ထောင်စုအစိုးရအား တိုက်တွန်းကြောင်း,,,,
UPMP-02-0013,Dr. U San Maung Maung,Bago-1,Bago,NLD,Male,Second Amyotha Hluttaw,Amyotha Hluttaw,Second Regular Session,Debate,08/08/2016,ပြည်ထောင်စုမြန်မာနိုင်ငံမြစ်ဝကျွန်းပေါ်ဒေသများ၊ ကမ်းခြေဒေသများတွင် နှစ်စဉ်ဖြစ်ပွားလျက်ရှိသည့် ရေကြီးရေလျှံမှုများနှင့် ခြောက်သွေ့ ရာသီများတွင် နိုင်ငံတစ်ဝန်းသောက်သုံးရေရှားပါးပြတ်လပ်မှုများအတွက်ခြုံငုံလေ့လာသုံးသပ်၍ စီမံကိန်းတစ်ရပ်ချမှတ်ပြီး စနစ်တကျအကောင်အထည်ဖော်ဆောင်ရွက်ပေးပါရန်နှင့် ပြည်သူလူထုအကျိုးပြုခဲ့သော တိမ်ကောမြစ်ချောင်းများအား ပြန်လည်တူးဖော်ပေးနိုင်ပါရန် ပြည်ထောင်စုအစိုးရအား တိုက်တွန်းကြောင်း,,,,
UPMP-02-0130,U Khin Maung Win,Sagaing-7,Sagaing,NLD,Male,Second Amyotha Hluttaw,Amyotha Hluttaw,Second Regular Session,Debate,08/08/2016,ပြည်ထောင်စုမြန်မာနိုင်ငံမြစ်ဝကျွန်းပေါ်ဒေသများ၊ ကမ်းခြေဒေသများတွင် နှစ်စဉ်ဖြစ်ပွားလျက်ရှိသည့် ရေကြီးရေလျှံမှုများနှင့် ခြောက်သွေ့ ရာသီများတွင် နိုင်ငံတစ်ဝန်းသောက်သုံးရေရှားပါးပြတ်လပ်မှုများအတွက်ခြုံငုံလေ့လာသုံးသပ်၍ စီမံကိန်းတစ်ရပ်ချမှတ်ပြီး စနစ်တကျအကောင်အထည်ဖော်ဆောင်ရွက်ပေးပါရန်နှင့် ပြည်သူလူထုအကျိုးပြုခဲ့သော တိမ်ကောမြစ်ချောင်းများအား ပြန်လည်တူးဖော်ပေးနိုင်ပါရန် ပြည်ထောင်စုအစိုးရအား တိုက်တွန်းကြောင်း,,,,
UPMP-02-0005,Sa Khin Zaw Linn,Ayeyawaddy-2,Ayeyawaddy,NLD,Male,Second Amyotha Hluttaw,Amyotha Hluttaw,Second Regular Session,Debate,08/08/2016,ပြည်ထောင်စုမြန်မာနိုင်ငံမြစ်ဝကျွန်းပေါ်ဒေသများ၊ ကမ်းခြေဒေသများတွင် နှစ်စဉ်ဖြစ်ပွားလျက်ရှိသည့် ရေကြီးရေလျှံမှုများနှင့် ခြောက်သွေ့ ရာသီများတွင် နိုင်ငံတစ်ဝန်းသောက်သုံးရေရှားပါးပြတ်လပ်မှုများအတွက်ခြုံငုံလေ့လာသုံးသပ်၍ စီမံကိန်းတစ်ရပ်ချမှတ်ပြီး စနစ်တကျအကောင်အထည်ဖော်ဆောင်ရွက်ပေးပါရန်နှင့် ပြည်သူလူထုအကျိုးပြုခဲ့သော တိမ်ကောမြစ်ချောင်းများအား ပြန်လည်တူးဖော်ပေးနိုင်ပါရန် ပြည်ထောင်စုအစိုးရအား တိုက်တွန်းကြောင်း,,,,
UPMP-02-0077,U Khin Win,Magway-2,Magway,NLD,Male,Second Amyotha Hluttaw,Amyotha Hluttaw,Second Regular Session,Debate,08/08/2016,ပြည်ထောင်စုမြန်မာနိုင်ငံမြစ်ဝကျွန်းပေါ်ဒေသများ၊ ကမ်းခြေဒေသများတွင် နှစ်စဉ်ဖြစ်ပွားလျက်ရှိသည့် ရေကြီးရေလျှံမှုများနှင့် ခြောက်သွေ့ ရာသီများတွင် နိုင်ငံတစ်ဝန်းသောက်သုံးရေရှားပါးပြတ်လပ်မှုများအတွက်ခြုံငုံလေ့လာသုံးသပ်၍ စီမံကိန်းတစ်ရပ်ချမှတ်ပြီး စနစ်တကျအကောင်အထည်ဖော်ဆောင်ရွက်ပေးပါရန်နှင့် ပြည်သူလူထုအကျိုးပြုခဲ့သော တိမ်ကောမြစ်ချောင်းများအား ပြန်လည်တူးဖော်ပေးနိုင်ပါရန် ပြည်ထောင်စုအစိုးရအား တိုက်တွန်းကြောင်း,,,,
UPMP-02-0074,Dr. U Kyaw Ngwe,Magway-10,Magway,NLD,Male,Second Amyotha Hluttaw,Amyotha Hluttaw,Second Regular Session,Debate,08/08/2016,ပြည်ထောင်စုမြန်မာနိုင်ငံမြစ်ဝကျွန်းပေါ်ဒေသများ၊ ကမ်းခြေဒေသများတွင် နှစ်စဉ်ဖြစ်ပွားလျက်ရှိသည့် ရေကြီးရေလျှံမှုများနှင့် ခြောက်သွေ့ ရာသီများတွင် နိုင်ငံတစ်ဝန်းသောက်သုံးရေရှားပါးပြတ်လပ်မှုများအတွက်ခြုံငုံလေ့လာသုံးသပ်၍ စီမံကိန်းတစ်ရပ်ချမှတ်ပြီး စနစ်တကျအကောင်အထည်ဖော်ဆောင်ရွက်ပေးပါရန်နှင့် ပြည်သူလူထုအကျိုးပြုခဲ့သော တိမ်ကောမြစ်ချောင်းများအား ပြန်လည်တူးဖော်ပေးနိုင်ပါရန် ပြည်ထောင်စုအစိုးရအား တိုက်တွန်းကြောင်း,,,,
UPMP-02-0037,U J Yaw Wu (a)  R Wu Sha,Kachin-1,Kachin,NUP,Male,Second Amyotha Hluttaw,Amyotha Hluttaw,Second Regular Session,Debate,08/08/2016,ပြည်ထောင်စုမြန်မာနိုင်ငံမြစ်ဝကျွန်းပေါ်ဒေသများ၊ ကမ်းခြေဒေသများတွင် နှစ်စဉ်ဖြစ်ပွားလျက်ရှိသည့် ရေကြီးရေလျှံမှုများနှင့် ခြောက်သွေ့ ရာသီများတွင် နိုင်ငံတစ်ဝန်းသောက်သုံးရေရှားပါးပြတ်လပ်မှုများအတွက်ခြုံငုံလေ့လာသုံးသပ်၍ စီမံကိန်းတစ်ရပ်ချမှတ်ပြီး စနစ်တကျအကောင်အထည်ဖော်ဆောင်ရွက်ပေးပါရန်နှင့် ပြည်သူလူထုအကျိုးပြုခဲ့သော တိမ်ကောမြစ်ချောင်းများအား ပြန်လည်တူးဖော်ပေးနိုင်ပါရန် ပြည်ထောင်စုအစိုးရအား တိုက်တွန်းကြောင်း,,,,
UPMP-02-0094,U Kyaw Toke,Mandalay-7,Mandalay,NLD,Male,Second Amyotha Hluttaw,Amyotha Hluttaw,Second Regular Session,Debate,08/08/2016,ပြည်ထောင်စုမြန်မာနိုင်ငံမြစ်ဝကျွန်းပေါ်ဒေသများ၊ ကမ်းခြေဒေသများတွင် နှစ်စဉ်ဖြစ်ပွားလျက်ရှိသည့် ရေကြီးရေလျှံမှုများနှင့် ခြောက်သွေ့ ရာသီများတွင် နိုင်ငံတစ်ဝန်းသောက်သုံးရေရှားပါးပြတ်လပ်မှုများအတွက်ခြုံငုံလေ့လာသုံးသပ်၍ စီမံကိန်းတစ်ရပ်ချမှတ်ပြီး စနစ်တကျအကောင်အထည်ဖော်ဆောင်ရွက်ပေးပါရန်နှင့် ပြည်သူလူထုအကျိုးပြုခဲ့သော တိမ်ကောမြစ်ချောင်းများအား ပြန်လည်တူးဖော်ပေးနိုင်ပါရန် ပြည်ထောင်စုအစိုးရအား တိုက်တွန်းကြောင်း,,,,
UPMP-02-0116,U Myint Naing,Rakhine-5,Rakhine,ANP,Male,Second Amyotha Hluttaw,Amyotha Hluttaw,Second Regular Session,Debate,08/08/2016,ပြည်ထောင်စုမြန်မာနိုင်ငံမြစ်ဝကျွန်းပေါ်ဒေသများ၊ ကမ်းခြေဒေသများတွင် နှစ်စဉ်ဖြစ်ပွားလျက်ရှိသည့် ရေကြီးရေလျှံမှုများနှင့် ခြောက်သွေ့ ရာသီများတွင် နိုင်ငံတစ်ဝန်းသောက်သုံးရေရှားပါးပြတ်လပ်မှုများအတွက်ခြုံငုံလေ့လာသုံးသပ်၍ စီမံကိန်းတစ်ရပ်ချမှတ်ပြီး စနစ်တကျအကောင်အထည်ဖော်ဆောင်ရွက်ပေးပါရန်နှင့် ပြည်သူလူထုအကျိုးပြုခဲ့သော တိမ်ကောမြစ်ချောင်းများအား ပြန်လည်တူးဖော်ပေးနိုင်ပါရန် ပြည်ထောင်စုအစိုးရအား တိုက်တွန်းကြောင်း,,,,
UPMP-02-0014,U Win Kyaing,Bago-10,Bago,NLD,Male,Second Amyotha Hluttaw,Amyotha Hluttaw,Second Regular Session,Debate,08/08/2016,ပြည်ထောင်စုမြန်မာနိုင်ငံမြစ်ဝကျွန်းပေါ်ဒေသများ၊ ကမ်းခြေဒေသများတွင် နှစ်စဉ်ဖြစ်ပွားလျက်ရှိသည့် ရေကြီးရေလျှံမှုများနှင့် ခြောက်သွေ့ ရာသီများတွင် နိုင်ငံတစ်ဝန်းသောက်သုံးရေရှားပါးပြတ်လပ်မှုများအတွက်ခြုံငုံလေ့လာသုံးသပ်၍ စီမံကိန်းတစ်ရပ်ချမှတ်ပြီး စနစ်တကျအကောင်အထည်ဖော်ဆောင်ရွက်ပေးပါရန်နှင့် ပြည်သူလူထုအကျိုးပြုခဲ့သော တိမ်ကောမြစ်ချောင်းများအား ပြန်လည်တူးဖော်ပေးနိုင်ပါရန် ပြည်ထောင်စုအစိုးရအား တိုက်တွန်းကြောင်း,,,,
UPMP-02-0163,U Than Soe (or) Than Soe (Eco),Yangon-4,Yangon,NLD,Male,Second Amyotha Hluttaw,Amyotha Hluttaw,Second Regular Session,Debate,08/08/2016,ပြည်ထောင်စုမြန်မာနိုင်ငံမြစ်ဝကျွန်းပေါ်ဒေသများ၊ ကမ်းခြေဒေသများတွင် နှစ်စဉ်ဖြစ်ပွားလျက်ရှိသည့် ရေကြီးရေလျှံမှုများနှင့် ခြောက်သွေ့ ရာသီများတွင် နိုင်ငံတစ်ဝန်းသောက်သုံးရေရှားပါးပြတ်လပ်မှုများအတွက်ခြုံငုံလေ့လာသုံးသပ်၍ စီမံကိန်းတစ်ရပ်ချမှတ်ပြီး စနစ်တကျအကောင်အထည်ဖော်ဆောင်ရွက်ပေးပါရန်နှင့် ပြည်သူလူထုအကျိုးပြုခဲ့သော တိမ်ကောမြစ်ချောင်းများအား ပြန်လည်တူးဖော်ပေးနိုင်ပါရန် ပြည်ထောင်စုအစိုးရအား တိုက်တွန်းကြောင်း,,,,
LWMP-02-0148,Dr. U Hla Moe,Aungmyaythazan,Mandalay,NLD,Male,Second Pyithu Hluttaw,Pyithu Hluttaw,Second Regular Session,Motion,08/22/2016,ပြည်ထောင်စုရွေးကောက်ပွဲ ကော်မရှင်ဥပဒေကို ပြင်ဆင် သည့်ဥပဒေ အခန်း ၇ ပုဒ်မ ၂၁ (ဂ) အရ ပြည်ထောင်စုအစိုးရမှ နိုင်ငံ့ဝန်ထမ်းမဟုတ်သည့် အဆင့်ဆင့် သော ကော်မရှင်အဖွဲ့ခွဲဝင်များအတွက် ထိုက်သင့်သည့် လစဉ်ချီးမြှင့် ငွေနှင့် စရိတ်တို့အား ရရှိခံစားနိုင်ရန် သတ်မှတ်ထား ခြင်းကို ပြန်လည်သုံးသပ်ပေးပါရန် ပြည်ထောင်စုအစိုးရအား တိုက်တွန်းကြောင်း,Politcs,Approved,Scrutiny,
LWMP-02-0261,Dr. Sai Mak Kham,Lashio,Shan,USDP,Male,Second Pyithu Hluttaw,Pyithu Hluttaw,Second Regular Session,Oral Question,08/15/2016,ပြည်ထောင်စုသမ္မတ မြန်မာနိုင်ငံတော်အနေဖြင့် နယ်နိမိတ်တိုင်းတာမှု မပြီးပြတ်သေးသော နိုင်ငံများနှင့် သံတမန်လမ်း ကြောင်းမှ တစ်ဆင့် နှစ်ဖက်ညှိနှိုင်းပြီး တိုင်းတာသတ်မှတ်ပေးရန်။,Infrasturctural Development,Unclear,Representation,Ministry of Construction
LWMP-02-0191,U Win Myint Aung,Tabayin,Sagaing,NLD,Male,Second Pyithu Hluttaw,Pyithu Hluttaw,Second Regular Session,Oral Question,08/26/2016,ပြည်ထောင်စုသမ္မတ မြန်မာနိုင်ငံတော်အနေဖြင့် အကျဉ်းသား အကျဉ်းသူများအား ကြီးကြပ်ကူညီစောင့်ရှောက်မည့် ကော်မတီများ ဖွဲ့စည်းပေးနိုင်ခြင်း ရှိ/မရှိ။,Administration,Negative,Scrutiny,Ministry of Home Affairs
UPMP-02-0097,U Aye Min Han,Mon-1,Mon,NLD,Male,Second Amyotha Hluttaw,Amyotha Hluttaw,Second Regular Session,Oral Question,09/16/2016,ပြည်ထောင်စုသမ္မတမြန်မာနိုင်ငံတော် အတွင်းရှိ မြို့နယ်များတွင် ခိုကိုးရာမဲ့တောင်းရမ်းစားသောက်နေသူများအား ပြုစုစောင့်ရှောက်၍ ၎င်းတို့ဘဝများ ပြန်လည်ရှင်သန်လာအောင် လုပ်ဆောင်ပေးမည့် စီမံကိန်းတစ်ရပ် ရေးဆွဲအကောင်အထည်ဖော်ဆောင်ရွက်ပေးရန် အစီအစဉ် ရှိ/ မရှိနှင့် စပ်လျဉ်းသည့်မေးခွန်း၊,Social Welfare,Underway,Scrutiny,Ministry of Health and Sports
UPMP-02-0155,U Okka Min,Taninthayi-8,Taninthayi,NLD,Male,Second Amyotha Hluttaw,Amyotha Hluttaw,First Regular Session,Oral Question,06/10/2016,ပြည်ထောင်စုအစိုးရအနေဖြင့် လူငယ်ရေးရာမူဝါဒတစ်ရပ် ရေးဆွဲပြဋ္ဌာန်း အကောင်အထည်ဖော် ဆောင်ရွက်နိုင်ရန် အစီအစဉ်ရှိ/မရှိ။,Civic Rights,Affirmative,Scrutiny,"Ministry of Social Welfare, Relief and Resettlement"
LWMP-02-0121,Dr. U Tin Aung,Kyaukse,Mandalay,NLD,Male,Second Pyithu Hluttaw,Pyidaungsu Hluttaw,Third Regular Session,Debate,12/16/2016,ပြည်ထောင်စုအစိုးရအဖွဲ့မှ ပေးပို့သော ၂၀၁၆-၂၀၁၇ ခု၊ ဘဏ္ဍာရေးနှစ် ပထမ(၆)လပတ် ပြည်ထောင်စု၏ဘဏ္ဍာငွေ အရအသုံးဆိုင်ရာအစီရင်ခံစာအပေါ် ပြည်သူ့ငွေစာရင်းပူးပေါင်း ကော်မတီ၏ လေ့လာတွေ့ရှိချက်နှင့် သဘောထား မှတ်ချက်အစီရင်ခံစာ(၇/၂၀၁၆),NA,,NA,NA
LWMP-02-0044,U Kyaw Myo Min,Monyo,Bago,NLD,Male,Second Pyithu Hluttaw,Pyidaungsu Hluttaw,Third Regular Session,Debate,12/16/2016,ပြည်ထောင်စုအစိုးရအဖွဲ့မှ ပေးပို့သော ၂၀၁၆-၂၀၁၇ ခု၊ ဘဏ္ဍာရေးနှစ် ပထမ(၆)လပတ် ပြည်ထောင်စု၏ဘဏ္ဍာငွေ အရအသုံးဆိုင်ရာအစီရင်ခံစာအပေါ် ပြည်သူ့ငွေစာရင်းပူးပေါင်း ကော်မတီ၏ လေ့လာတွေ့ရှိချက်နှင့် သဘောထား မှတ်ချက်အစီရင်ခံစာ(၇/၂၀၁၆),NA,,NA,NA
